objid               ra       dec        z        Morph    T  Distance rMag umr amaj b_a name
587726032792059952 195.162958   2.501431  0.003232 SBc       5 10.75 -17.96  1.44   149.4  0.88 NGC4900
588848899919380486 195.248951  -0.028283  0.003899 SBcd      6 13.42 -18.55  1.57    -9.  -9.   NGC4904
587725041172349017 195.253508  -1.978772  0.004604 dI       10 16.23 -14.55  1.35    42.3  0.78 UGC08127NOTES01
587725041172349032 195.265295  -1.953389  0.004921 SAm       9 17.5  -16.26  1.42   119.3  0.26 UGC08127
587724648189984930 195.278132  -3.377018  0.009671 Sdm       8 36.43 -16.44  1.38    87.8  0.13 FGC1535
587742773491335311 195.373603  16.572536  0.008901 Sd        7 33.37 -17.    1.25    57.1  0.4  2MASXJ13012967+1634220
588848901529993271 195.375587   1.205837  0.0004   Sa        1  0.4   -5.96  1.17    21.3  0.48 SDSSJ130130.13+011220.9
587725041172414478 195.416638  -2.003671 -0.000217 dEblue   -9  0.4   -5.36  1.18    13.   0.79 SDSSJ130139.99-020013.2
588017730840428601 195.467508   8.558009  0.009463 dI       10 35.61 -15.8   1.18    24.2  0.72 SDSSJ130152.20+083328.9
587726032792191305 195.472152   2.460622  0.002955 dI       10  9.65 -12.62  1.1     26.5  0.64 SDSSJ130153.31+022738.2
587732589571080229 195.533525  58.700566  0.002235 Sd        7  6.78 -15.39  1.42   258.3  0.16 UGC08146
588848901530124480 195.669954   1.074122  0.003015 Im/BCD   12  9.9  -13.06  1.02    28.2  0.76 UM538
588010880376569988 195.674088   5.958371  0.009605 SABm      9 36.18 -16.62  1.32    56.1  0.38 [R83]06deg051
587739720828059735 195.677974  29.749511  0.008347 dI       10 31.17 -15.23  1.25    26.2  0.6  MAPS-NGPO_323_0521235
587729157893128340 195.704816   3.976749  0.009555 dEblue   -9 35.98 -15.04  1.36    18.7  0.6  SDSSJ130249.15+035836.2
587733197844578504 195.732204  55.694497  0.004526 Sm        9 15.93 -14.54  1.2     50.3  0.34 MCG+09-21-092
588017726015799305 195.754528   7.852176  0.009534 SBa       1 35.9  -17.62  2.07    53.7  0.51 CGCG043-113
587729157893128254 195.774651   3.991876  0.00957  SABd      7 36.04 -18.04  1.77    94.1  0.68 UGC08153
588017726015799344 195.811142   7.802203  0.009757 SAab      2 36.79 -19.14  2.34   111.6  0.69 UGC08155
587742903939563881 195.834835  17.986032  0.003215 dI       10 16.67 -14.27  1.84    32.7  0.65 SDSSJ130320.36+175909.7
587735428543086714 195.838833  48.330816  0.008392 Scd       6 31.35 -16.6   1.74    69.6  0.29 MCG+08-24-030
587741726046159019 195.903158  24.525695  0.002779 Sd        7  8.96 -14.04  1.16    64.7  0.35 MAPS-NGPO_379_0217742
587726032255516819 195.934251   2.039776  0.00324  dI       10 10.8  -14.44  1.95    65.5  0.47 SDSSJ130344.21+020223.1
587742774565339223 195.935674  17.247392  0.009109 dEblue   -9 34.21 -15.38  1.35    15.2  0.88 SDSSJ130344.56+171450.6
588017992833564756 195.968649  10.972156  0.009788 Sd        7 36.91 -16.85  1.42    79.3  0.2  UGC08166
587739719217643601 196.011324  28.308968  0.002475 Sm/Im    10  7.75 -13.22  1.41    45.5  0.44 SDSSJ130402.72+281832.3
587725041172676851 196.068479  -2.000603  0.0045   dI       10 15.84 -13.82  1.52    36.   0.5  2dFGRSN191Z199
587725039025193073 196.129976  -3.572411  0.004563 SBdm      8 16.09 -16.41  1.15   119.4  0.67 UGCA322
587724648727249016 196.132644  -2.988035  0.004264 SABm      9 14.89 -15.35  1.54    -9.  -9.   LCRSB130157.2-024313
587725039025193064 196.133541  -3.588386  0.004612 BCD      13 16.28 -14.79  0.12    34.   0.61 LCRSB130157.2-031914
587739506621546506 196.163952  32.681859  0.007823 Im/BCD   12 29.09 -16.42  1.25    46.   0.56 KUG1302+329
588023668103053468 196.166894  18.744102  0.003068 dI       10 10.12 -13.    1.48    27.7  0.66 MAPS-NGPO_437_0143711
587725040099000523 196.193886  -2.871113  0.0042   Sm        9 14.64 -14.62  1.24    41.7  0.47 2dFGRSN192Z044
587739096456691800 196.328351  36.102885  0.004007 SAdm      8 13.87 -15.47  1.44    64.   0.58 IC4171
587739610242220131 196.352619  32.900087  0.002992 Sdm       8  9.82 -14.97  1.63   116.6  0.25 UGC08181
587735695372779676 196.353614  56.322764  0.008406 SABab     2 31.42 -18.93  1.85    85.6  0.66 NGC4964
587739096456691883 196.422896  36.017463  0.00395  Im/BCD   12 13.65 -14.94  1.38    76.3  0.32 IC4178
587741722824343608 196.448179  27.734138  0.008396 SABcd     6 31.38 -19.33  1.54   120.7  0.62 NGC4961
587739098604109917 196.452923  37.603633  0.001071 SAm       9  2.15 -12.13  3.27   134.7  0.38 IC4182
588017992296956068 196.593327  10.433774  0.003132 Im/BCD   12 16.67 -14.57  0.82    35.7  0.82 CGCG071-109
587725552288202775 196.624644  67.703853  0.000102 dI       10  0.4   -7.88  2.81    -9.  -9.   UGC08201
587736804545921192 196.73388   14.807411  0.003234 dI       10 16.67 -15.1   1.22    55.2  0.5  CGCG101-001
587742012751872154 196.734236  21.228412  0.008895 Im/BCD   12 33.38 -15.74  1.4     29.3  0.54 MAPS-NGPO_379_1035051
588017977823330447 196.821627  38.722382  0.007885 Sm/Im    10 29.35 -15.76  1.13    37.3  0.51 SDSSJ130717.19+384320.5
587742903939956925 196.846432  17.791127  0.009829 SAd       7 37.1  -17.14  1.55    80.3  0.26 MCG+03-33-032
588298663040450724 197.014801  46.827782  0.00072  dI       10  0.76  -8.45  1.14    58.7  0.77 UGC08215
587742577521066114 197.118361  20.03386   0.004953 dI       10 17.67 -14.15  1.37    35.3  0.37 MAPS-NGPO_438_0053972
587742012752068617 197.142856  21.049956  0.008719 SAbc      4 32.68 -18.92  1.47   101.7  0.48 IC0851
587733080279351303 197.156479  54.074372  0.008252 SABcd     6 30.82 -18.38  1.37   122.3  0.29 UGC08231
588011124116095049 197.227004  62.306321  0.00951  SABb      3 35.84 -19.94  2.03    89.9  0.82 UGC08237
588011218596790359 197.267354  62.083802  0.009742 dEblue   -9 36.76 -15.15  1.31    22.5  0.59 SDSSJ130904.16+620501.7
587733195697553469 197.286396  53.943574  0.008351 SAa       1 31.22 -18.03  1.44    48.6  0.68 SBS1307+542
587742061077987534 197.336821  21.715635  0.009033 Sdm       8 33.94 -15.3   1.23    38.2  0.35 SDSSJ130920.83+214256.2
587739608632066152 197.403737  31.676125  0.007203 dI       10 26.65 -14.97  1.44    25.8  0.58 SDSSJ130936.90+314034.0
588017948819259451 197.477434  42.15202   0.008929 dI       10 33.53 -14.73  0.97    22.   0.46 HS1307+4225
587742015436488848 197.497121  23.237535  0.008514 Sm        9 31.88 -15.78  3.21    64.8  0.19 SDSSJ130959.31+231415.1
587742575910649860 197.503513  18.925002  0.008017 dEbc     -7 29.9  -16.05  1.16    25.2  0.69 SDSSJ131000.84+185530.0
587735667449462825 197.514206  58.068245  0.007278 dEblue   -9 26.95 -15.    1.17    24.3  0.52 SDSSJ131003.40+580405.6
587739303684735052 197.524331  34.181107  0.002712 Sdm       8  8.73 -15.76  1.16   107.9  0.37 UGC08246
587742013289070657 197.60149   21.575247  0.00864  Sd        7 32.38 -17.41  1.5     83.6  0.27 2MFGC10495
587742190983970918 197.60852   24.923028  0.008591 SBm       9 32.19 -16.87  1.4     86.3  0.27 UGC08249
587739303684735091 197.625998  34.238003  0.00283  dI       10  9.21 -12.96  1.7     50.3  0.35 MAPS-NGPO_269_1340152
587739097530826863 197.659319  36.634532  0.003639 SBm       9 12.44 -16.3   1.23   112.5  0.49 NGC5002
587729385545334940 197.690653  58.156892  0.00471  dI       10 16.71 -15.25  1.19    40.4  0.69 SDSSJ131045.75+580924.8
587738952028651664 197.712725  36.939843  0.003595 dI       10 12.26 -13.42  1.49    29.4  0.64 SDSSJ131051.06+365623.4
587739098067697695 197.734463  37.058994  0.003156 SABbc     4 10.51 -19.57  2.73   359.4  0.28 NGC5005
587732483827105909 197.792535  49.525234  0.008347 dEbc     -7 31.22 -15.85  1.3     27.1  0.64 SBS1309+497
587738952028717375 197.815714  36.98651   0.003473 SB0      -3 11.78 -12.67  1.47    24.2  0.72 SDSSJ131115.77+365911.4
587738952565588054 197.861724  37.311767  0.003225 dI       10 10.79 -13.76  1.7     37.   0.83 SDSSJ131126.82+371842.3
587739096994086935 197.880105  36.282126  0.003756 S0gas    -3 12.91 -17.83  1.64   138.6  0.35 NGC5014
587742062688796700 197.904333  22.915481  0.008643 SABc      5 32.4  -20.32  2.58   222.   0.36 NGC5012
587738950955040936 197.929162  35.960677  0.003792 dI       10 13.06 -14.43  1.41    47.3  0.52 KUG1309+362
587742061078249588 197.954959  21.588876  0.008761 dEblue   -9 32.87 -14.9   1.26    18.7  0.75 SDSSJ131149.19+213519.9
587729388229623861 197.963693  60.247304  0.006885 Sd        7 25.4  -17.32  1.34    99.3  0.33 UGC08282
587742189910425622 198.027836  24.095012  0.008563 SABc      5 32.09 -20.16  1.81   140.3  0.68 NGC5016
587738950418235417 198.046639  35.673439  0.002719 Sd        7  8.77 -15.87  1.31   277.8  0.15 IC4213
588017626159448133 198.048694  44.037342  0.001162 Sd        7  2.56 -13.07  1.76    77.1  0.67 NGC5023
587741721751257149 198.073536  26.686144  0.00277  SAab      2  8.98 -16.1   1.75   103.7  0.54 KUG1309+269
588007004179529915 198.116738  63.799602  0.005755 Sm        9 20.89 -15.67  1.23    47.5  0.39 SDSSJ131228.01+634758.5
588017729230930049 198.138664   7.184275  0.002989 Sbc       4  9.86 -15.65  1.57    74.3  0.61 UGC08285
587735428543742051 198.162379  48.155133  0.008346 dEblue   -9 31.22 -14.99  1.27    23.   0.68 SDSSJ131238.98+480918.6
587742062688927812 198.174125  22.829793  0.008606 SBdm      8 32.26 -18.32  1.45    88.6  0.81 NGC5012A
587739099141570588 198.187613  37.936051  0.003684 dEblue   -9 12.63 -13.57  0.69    18.2  0.84 SDSSJ131245.02+375609.8
588017719575707687 198.213304  40.542936  0.00177  Im/BCD   12  4.99 -13.96  1.05    71.8  0.65 CGCG217-018
588007006326882397 198.230353  65.635895  0.005304 Im/BCD   12 19.1  -14.38  0.63    27.7  0.65 SDSSJ131255.30+653807.0
588017721186254858 198.245381  41.785577  0.001786 dSphun   -8  5.05 -13.16  2.04    69.7  0.72 UGCA337
587742015436751113 198.263316  23.084452  0.008493 dI       10 31.81 -14.99  1.32    35.1  0.41 SDSSJ131303.19+230504.0
587739096994218047 198.321315  36.219166  0.003149 Im       10 10.5  -15.4   1.56    86.8  0.67 HolmbergVIII
587736543084675261 198.331888  10.194037  0.003856 SABm      9 13.32 -15.94  1.4     83.9  0.67 UGC08298
588017115048640613 198.345161  46.322697  0.000545 Im/BCD   12  0.1   -3.81  0.69    57.2  0.58 UGC08308
587739097531088918 198.364546  36.593895  0.002929 SAc       5  9.62 -18.84  2.61   332.2  0.31 NGC5033
587738951492042919 198.3689    36.515374  0.002285 dI       10  7.05 -11.81  1.37    33.4  0.49 SDSSJ131328.54+363055.3
588017720112578748 198.400463  41.072603  0.008116 dI       10 30.31 -15.04  1.18    24.9  0.56 SDSSJ131336.11+410421.3
587732592255893696 198.411393  60.470445  0.006033 Im/BCD   12 22.01 -16.22  1.39    56.2  0.66 MCG+10-19-053
588017991760936989 198.447104  10.053088  0.001513 dSphn    -8  3.97 -10.1   1.75    34.8  0.68 SDSSJ131347.30+100311.1
588017721723125824 198.47328   42.20687   0.001977 Scd       6  5.82 -14.88  1.38   155.2  0.3  UGC08313
587738951492108403 198.504108  36.318863  0.00312  Im/BCD   12 10.39 -14.21  1.45    53.5  0.79 UGC08314
587732482216820783 198.527031  48.156245  0.008426 Sc        3 31.55 -17.87  1.75    79.1  0.37 UGC08316
587739305295609961 198.542823  35.421028  0.007808 dI       10 29.09 -15.85  1.16    44.9  0.44 SDSSJ131410.28+352515.6
587738573533151327 198.544975  39.148736  0.003883 Im/BCD   12 13.44 -15.54  0.91    68.9  0.41 UGC08315
587739097531154697 198.585791  36.568867  0.00579  Sm/Im    10 21.05 -14.8   1.72    45.6  0.57 SDSSJ131420.59+363407.9
588017114511835207 198.616656  45.919762  0.00065  dI       10  0.52  -9.62  1.15   196.8  0.3  UGC08320
587729386082402432 198.626843  58.557974  0.009333 SAc       5 35.17 -17.36  1.51    60.1  0.6  MCG+10-19-055
587739305295610003 198.627465  35.386823  0.007976 SBc       5 29.76 -18.    1.49    60.9  0.74 UGC08318
588017720649515193 198.699039  41.366504  0.004104 dI       10 14.32 -14.66  1.21    44.1  0.54 SDSSJ131447.77+412159.4
587739304758804552 198.703316  34.881439  0.002855 Im/BCD   12  9.33 -15.2   0.9     73.3  0.83 UGC08323
587732482753691777 198.713581  48.600767  0.008643 Sm/Im    10 32.42 -16.    1.58    35.6  0.58 SDSSJ131451.25+483602.8
588017948819652827 198.781396  42.00312   0.001294 Sm/Im    10  3.1   -8.96  0.78    17.6  0.34 UGCA342
588017977287180541 198.839376  38.052246  0.003042 dI       10 10.09 -14.26  1.62    51.   0.64 SDSSJ131521.45+380308.1
588298664114716767 198.873972  47.499636  0.000867 Im/BCD   12  1.4  -10.97  2.19    99.4  0.46 UGC08331
588017948819718147 198.955263  42.029399  0.001681 SAbc      4  4.65 -17.65  2.74   592.3  0.28 MESSIER063
587741727657951317 198.97619   25.434204  0.003123 Sm        9 10.41 -14.38  1.44   346.4  0.04 UGC08333
587742903940874617 198.984597  17.760559  0.003248 dI       10 10.91 -14.63  1.28    48.1  0.63 CGCG101-017
588017720112775278 199.002443  40.96939   0.003752 Sm/Im    10 12.92 -14.77  1.28    55.5  0.62 MCG+07-27-055
587741600427016333 199.044038  25.673124  0.003298 Sm/Im    10 11.11 -14.04  1.29    59.3  0.41 SDSSJ131610.57+254023.2
587732592256090178 199.207196  60.309543  0.007011 dI       10 25.93 -15.53  0.95    30.7  0.59 SBS1314+605
588017704012415067 199.217968  12.548232  0.003202 Im/BCD   12 10.73 -16.07  1.15    44.4  0.83 NGC5058
588017977287376916 199.270274  37.952459  0.001079 Im/BCD   12  2.26 -11.66  1.26    67.7  0.65 CGCG189-050
587735697520853002 199.281474  57.539493  0.008993 SA0      -3 33.83 -19.6   2.4     -9.  -9.   IC0875
588848898847408194 199.429968  -1.001057  0.004153 Im/BCD   12 14.54 -14.97  1.08    62.2  0.36 UM559
588848898847473744 199.442629  -1.037605  0.004    dI       10 13.93 -14.93  1.14    51.8  0.43 UM559A
587742190984692009 199.531601  24.742357  0.009318 SBm/IBm  10 35.13 -15.76  1.44    44.3  0.42 LSBCF508-03
588017948819980315 199.687996  41.949647  0.004053 SBm       9 14.14 -16.2   1.57   150.8  0.32 UGC08365
588017948819980315 199.687996  41.949647  0.004053 SBdm      8  0.   -16.84  1.57    75.4  0.32 UGC08365
587741603111501964 199.694669  27.732255  0.008196 SBm/IBm  10 30.67 -17.17  1.69    63.9  0.7  UGC08363
587739709014147262 199.843184  30.367695  0.008476 IBm      10 31.79 -15.76  1.27    23.   0.85 2MASXJ13192223+3022054
587739709014212632 199.913994  30.256574  0.007305 SABb      3 27.12 -18.64  1.65   100.4  0.54 NGC5089
587741721215172711 199.93356   26.091629  0.006489 dEblue   -9 23.87 -14.85  1.31    24.4  0.76 SDSSJ131944.05+260529.8
588017711509274736 200.077477  50.720371  0.008296 Sd        7 31.08 -17.6   1.52    93.4  0.29 UGC08386
588017948283240623 200.088673  41.476102  0.009451 SABb      3 35.68 -18.14  1.59    87.8  0.41 UGC08384
588017603615391822 200.125421  43.08394   0.00428  S0pec    -3 15.06 -18.55  2.51    66.5  0.88 NGC5103
588017604689133687 200.131811  43.865463  0.004074 dS0n    -10 14.24 -13.23  1.84    24.7  0.76 SDSSJ132031.64+435155.7
588010879841599647 200.136702   5.404874  0.003216 Im/BCD   12 10.81 -14.87  1.48    87.6  0.43 UGC08382
587736542548590635 200.161326   9.786142  0.003779 SBdm      8 13.06 -16.86  1.49   151.8  0.42 UGC08385
587742012753313985 200.175005  20.910086  0.009327 Sd        7 35.19 -16.19  1.62    54.6  0.26 SDSSJ132042.00+205436.3
588017603615457424 200.185796  43.060415  0.004375 dI       10 15.44 -15.32  1.56    50.5  0.86 SDSSJ132044.59+430337.5
587742062152843380 200.192959  22.394988  0.00352  dI       10 12.03 -14.19  1.13    31.   0.65 KUG1318+226
587742014363861128 200.196491  22.03794   0.002632 dI       10  8.48 -12.41  1.61    26.   0.75 SDSSJ132047.16+220216.5
587735697521049623 200.219972  57.641467  0.007108 Sd        7 26.34 -18.49  1.11    83.7  0.49 NGC5109
587741726047928429 200.269831  24.143488  0.003072 dI       10 10.24 -13.99  1.19    49.6  0.53 MAPS-NGPO_380_0480732
587738573533741340 200.277632  38.987796  0.003434 dI       10 11.69 -13.8   1.28    32.3  0.65 SDSSJ132106.63+385916.1
587729385545990272 200.318521  57.898283  0.007101 Sm/Im    10 26.32 -16.05  1.26    48.9  0.72 MCG+10-19-063
587735666913312887 200.334328  57.202331  0.007064 Sdm       8 26.17 -15.66  1.4     52.5  0.26 SDSSJ132120.24+571208.3
587735667450118209 200.350002  57.694569  0.006825 Im/BCD   12 25.22 -17.11  1.06    81.2  0.38 SDSSJ132123.99+574140.3
587738572996935711 200.352851  38.537615  0.003156 IBm      10 10.58 -16.67  1.24   131.8  0.39 NGC5107
587739706866991254 200.469753  28.668506  0.008162 Sm/Im    10 30.55 -15.14  1.17    32.7  0.56 UGC08401
588017978361446420 200.485002  38.734709  0.003239 SBd       7 10.92 -16.94  1.76    -9.  -9.   NGC5112
587739305296330996 200.614887  35.205417  0.002352 dI       10  7.38 -11.6   0.87    26.9  0.5  SDSSJ132227.57+351219.5
587739305296396303 200.717307  35.154887  0.002471 Scd       6  7.86 -14.44  1.53   102.4  0.3  UGC08412
587741722289176700 200.731717  26.980737  0.009507 Sbc       4 35.92 -20.02  2.19   159.2  0.34 NGC5116
587739719756284001 200.735319  28.316441  0.007936 SABcd     6 29.66 -18.56  1.68   131.5  0.51 NGC5117
587741724974383299 200.753801  23.306436  0.009353 SAdm      8 35.3  -18.02  1.52   104.9  0.55 UGC08409
587732482754281769 200.786892  48.430482  0.008167 SABm      9 30.58 -15.19  1.35    30.6  0.74 SDSSJ132308.85+482549.7
587729772069257405 201.110962  -3.47297   0.008741 dEbc     -7 32.88 -16.05  1.36    25.1  0.71 LCRSB132151.5-031245
587739707404124329 201.140723  28.992869  0.007987 Sm/Im    10 29.87 -15.79  1.41    43.8  0.52 SDSSJ132433.77+285934.3
588007003643314262 201.144471  63.0923    0.009537 SAcd      6 36.05 -18.6   1.48    75.2  0.97 UGC08436
587739707940995115 201.152883  29.351498  0.007922 dEblue   -9 29.61 -15.42  1.59    26.2  0.61 SDSSJ132436.69+292105.4
587732590109261929 201.198362  58.48891   0.009508 Sd        7 35.93 -16.11  1.59    61.   0.22 SDSSJ132447.61+582920.1
588017949894115488 201.201633  42.491164  0.00369  Sm/Im    10 12.74 -12.07  0.25    54.7  0.36 UGCA354
588017604152655909 201.307983  43.267268  0.004086 S0gas    -3 14.32 -18.21  2.55   112.3  0.71 NGC5145
588017627234173161 201.364975  44.43779   0.00411  dEblue   -9 14.42 -13.19  1.31    21.3  0.8  SDSSJ132527.59+442616.0
587729385546252471 201.370767  57.822471  0.005067 Sm/Im    10 18.24 -16.43  1.7    124.7  0.41 UGC08441
588017114512752735 201.442874  45.540041  0.008807 dEbc     -7 33.15 -16.36  1.48    40.5  0.4  SDSSJ132546.29+453224.0
587738572460523720 201.557501  37.770741  0.003928 dI       10 13.7  -14.71  1.59    68.3  0.38 SDSSJ132613.80+374614.6
587726032794878312 201.567917   2.4595    0.00343  Sm/Im    10 11.71 -13.26  1.22    38.3  0.71 SDSSJ132615.73+022729.5
587726032258007054 201.582218   2.100864  0.003659 SABdm     8 12.62 -17.64  1.02   141.9  0.65 NGC5147
588017603615916091 201.652436  42.764282  0.004126 Sdm       8 14.49 -15.77  1.33   115.1  0.26 UGC08449
588848901532811270 201.691907   1.171245  0.000286 dI       10  0.4   -6.7   1.62    21.6  0.63 SDSSJ132646.05+011016.4
587736543086182714 201.754929  10.055926  0.003562 Sm/Im    10 12.24 -14.71  1.08    62.8  0.67 SDSSJ132701.18+100321.3
588017603615981703 201.760991  42.780335  0.004257 dI       10 15.02 -15.27  1.13    53.9  0.5  MCG+07-28-012
588017114512883832 201.852371  45.438638  0.004214 Sm/Im    10 14.85 -15.56  1.05    93.7  0.27 MCG+08-25-002
588017626697564290 201.970608  43.815544  0.001508 dI       10  4.04 -12.47  1.63    53.6  0.74 SDSSJ132753.29+434854.5
588017116123431006 202.04187   46.672115  0.008279 SABbc     4 31.06 -18.85  1.58   168.5  0.31 NGC5169
587726015078596643 202.049298   2.282206  0.003406 Im/BCD   12 11.63 -13.55  1.19    36.4  0.84 SDSSJ132811.81+021643.7
587739721904160867 202.061113  29.952625  0.00952  Im/BCD   12 36.01 -15.41  1.16    22.9  0.49 SDSSJ132814.67+295709.4
587725552825925873 202.079088  67.632278  0.003306 Sm/Im    10 11.23 -14.11  1.36    52.9  0.54 UGC08509
587739709015064667 202.079563  30.019371  0.00826  Scd       6 30.99 -16.91  1.65    51.8  0.31 UGC08464
587728677934530623 202.092802  63.685451  0.00598  dEblue   -9 21.9  -13.93  1.02    18.4  0.78 SDSSJ132822.26+634107.6
588298663578828884 202.105337  46.591648  0.008019 SA0/a     0 30.03 -19.68  2.29    81.2  0.97 NGC5173
587735431229079708 202.130074  49.627211  0.001318 dI       10  3.29 -10.59  0.83    31.8  0.62 SDSSJ132831.22+493737.9
588298664115699796 202.138293  46.927189  0.001514 SBd       7  4.07 -13.84  1.78   147.7  0.23 IC4263
588298663578894405 202.140233  46.499949  0.008538 Sbc       4 32.1  -17.42  1.83    91.4  0.28 MCG+08-25-006
588017116123430968 202.150637  46.767783  0.008129 dEbc     -7 30.47 -16.61  1.73    43.1  0.51 SDSSJ132836.15+464604.1
588017702403178819 202.196739  10.961049  0.003643 Sm/Im    10 12.58 -11.69  1.13    14.2  0.6  SDSSJ132847.21+105739.7
588298662505218181 202.203656  45.729872  0.008529 SABd      7 32.06 -17.1   1.45    65.9  0.36 MCG+08-25-008
588017115586625604 202.207343  46.262391  0.008679 SBa       1 32.66 -18.69  1.82    74.8  0.63 CGCG246-005
588017626697695379 202.332184  43.681906  0.00852  Sm        9 32.03 -15.71  1.17    61.8  0.19 SDSSJ132919.72+434054.9
587728676860919918 202.383973  62.824183  0.009313 Sdm       8 35.19 -17.36  1.45    76.3  0.29 UGC08491
588017114513014877 202.417334  45.386788  0.00429  SBdm      8 15.17 -15.93  0.82    93.7  0.37 SDSSJ132938.71+452316.5
588017116123562211 202.463261  46.582483  0.009127 dSphn    -8 34.45 -15.56  1.85    27.6  0.9  SDSSJ132951.17+463456.9
SDSSJ132952.71+471 202.469629  47.195172  0.001544 SABbc     4  0.   -16.88 -9.     848.5  0.62 MESSIER051a
587726014005051517 202.4823     1.543971  0.00354  Sm/Im    10 12.17 -14.29  1.28    44.3  0.61 SDSSJ132955.75+013238.3
588011125190885402 202.514871  62.511561  0.005937 SBc       5 21.74 -18.93  2.27   146.7  0.53 NGC5205
588017116123562033 202.547433  46.670724  0.008443 E/S0     -5 31.73 -20.53  2.62   136.4  0.87 NGC5198
587733412590256238 202.687018  54.91073   0.000207 dI       10  0.4   -8.87  1.56   127.9  0.49 UGC08508
588007003643641950 202.68777   63.024011  0.007935 dI       10 29.71 -15.59  1.14    22.6  0.87 SDSSJ133045.06+630126.4
588017719577215132 202.699231  39.912694  0.004124 dEblue   -9 14.51 -13.22  1.31    23.1  0.6  SDSSJ133047.81+395445.7
587742551210524736 202.745507  19.439373  0.003326 SAm       9 11.33 -16.39  1.26   128.6  0.44 UGC08507
588011124654080064 202.748327  62.024324  0.006721 Sm        9 24.87 -17.44  1.15   110.8  0.23 UGC08514
588017113976340677 202.785038  44.902081  0.004346 SB0      -3 15.4  -13.27  1.46    24.8  0.66 SDSSJ133108.40+445407.3
587726015078924644 202.89176    2.188505  0.0044   dI       10 15.62 -14.02  1.35    29.3  0.87 SDSSJ133134.02+021118.6
588017115586887687 202.907086  46.15085   0.008789 SAB0/a    0 33.12 -19.19  2.38    77.4  0.79 CGCG246-011
587742578060296259 202.968975  20.001058  0.003396 SAcd      6 11.61 -17.11  1.45    98.8  0.68 UGC08516
588017115586887808 202.990791  46.218727  0.008171 dI       10 30.66 -14.72  1.46    24.4  0.56 SDSSJ133157.79+461307.3
587728676861050946 203.028736  62.700665  0.009857 SA0      -3 37.38 -20.06  2.59   121.8  0.75 NGC5216
587728676861051075 203.043248  62.76773   0.009513 SBb       3 36.01 -20.41  2.77   156.3  0.57 NGC5218
587741600428654742 203.126357  25.12359   0.00096  dI       10  1.89 -10.42  1.71    48.6  0.7  SDSSCGB41690.01
588017116123758766 203.190357  46.585235  0.008557 dI       10 32.2  -14.8   1.52    19.2  0.55 SDSSJ133245.69+463506.8
587739506624168086 203.262444  31.816855  0.009221 dI       10 34.85 -16.55  1.4     53.7  0.27 SDSSJ133302.99+314900.7
588298663042416790 203.311444  45.837172  0.004436 Sm        9 15.77 -15.03  1.15    83.8  0.17 UGC08538
588017116660629550 203.327191  47.040991  0.008803 dEblue   -9 33.19 -15.51  1.85    21.6  0.78 SDSSJ133318.53+470227.5
587735430692601909 203.347115  49.103598  0.001997 Im/BCD   12  6.04 -14.15  0.91    57.7  0.88 SBS1331+493
588017978899300553 203.382499  38.60543   0.003968 dI       10 13.91 -15.71  1.44    66.4  0.79 UGC08542
587729388230803591 203.405708  59.715573  0.009679 SAcd      6 36.68 -16.45  1.54    46.   0.45 SDSSJ133337.37+594256.1
588011217524424884 203.41458   60.387328  0.006911 SBm/IBm  10 25.65 -16.09  1.4     54.   0.68 SDSSJ133339.49+602314.3
587732482755133512 203.512155  47.915303  0.001214 Sd        7  2.91 -13.84  1.59   180.2  0.26 NGC5229
587736542013227136 203.528908   9.262017  0.003711 dEblue   -9 12.89 -13.69  1.63    33.   0.56 SDSSJ133406.94+091543.3
587739506624299092 203.554428  31.891961  0.008371 SABcd     6 31.47 -16.85  1.49    61.6  0.52 SDSSJ133413.06+315331.1
587728677934792940 203.594848  63.448606  0.00605  dI       10 22.22 -13.93  1.34    23.8  0.67 SDSSJ133422.76+632655.0
587733081891537001 203.64196   54.45901   0.00663  Scd       6 24.54 -15.03  1.18    36.4  0.42 SDSSJ133433.67+542733.1
587736541476421783 203.657435   8.7936    0.004043 Im/BCD   12 14.22 -15.68  1.12    62.8  0.8  CGCG073-036
588017713120739427 203.677124  51.613675  0.000811 Im/BCD   12  1.31 -11.59  1.37   126.3  0.69 NGC5238
588017116123955204 203.714917  46.544455  0.00896  dEbc     -7 33.82 -16.65  1.51    31.8  0.62 SDSSJ133451.58+463240.1
588298663042547873 203.742549  45.780057  0.008636 SBm       9 32.53 -17.97  1.51    71.8  0.63 CGCG246-015
588017113976668254 203.817456  44.761425  0.008803 Scd       6 33.2  -17.29  1.63   115.3  0.23 UGC08577
587739721368076305 203.897974  29.216236  0.002892 BCD      13  9.63 -15.    1.18    70.9  0.37 UGC08578
587736808836825247 203.904869  14.360948  0.003314 dEbc     -7 11.31 -13.77  1.55    32.4  0.76 SDSSJ133537.16+142139.4
587732484365746182 203.925074  49.176416  0.002113 Im/BCD   12  6.52 -12.7   0.85    47.6  0.6  SDSSJ133542.02+491035.1
588017115587149982 203.927996  45.929618  0.004827 SABdm     8 17.35 -16.49  1.79    -9.  -9.   UGC08588
588017990689554532 203.939692   8.969055  0.003879 Sdm       8 13.57 -16.04  1.44   229.3  0.11 UGC08575
587738951494074510 203.979983  35.588249  0.007425 SAc       5 27.71 -19.28  2.13   142.5  0.56 NGC5240
